feature	importance
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left	1743.0
DIFF_8_linear_trend_attr_intercept_contribution_right	1596.6
cross_mul_RAW_3_detrend_volatility_normalized_whole_RAW_2_ad_stat	1454.6
add_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_8_index_mass_quantile_q_0_1_right	1451.6
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_RAW_8_quantile_0_4_ratio_to_whole_left	1383.2
CUMSUM_8_ar_coefficient_coeff_0_k_10_ratio_to_whole_left	1363.6
cross_mul_RAW_7_sample_entropy_left_RAW_2_ks_stat	1363.2
cross_mul_RAW_7_sample_entropy_left_RAW_8_ratio_beyond_r_sigma_1_5_diff	1352.2
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_RAW_10_rpt_cost_cosine_whole	1344.8
sqmul_RAW_8_index_mass_quantile_q_0_1_right_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left	1321.2
CUMSUM_1_stats_max_ratio_to_whole_left	1319.8
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_DIFF_8_agg_linear_trend_attr_rvalue_chunk_len_10_f_agg_mean_whole	1294.8
RAW_8_quantile_0_4_ratio_to_whole_left	1286.8
CUMSUM_7_perm_entropy_whole	1249.6
CUMSUM_8_index_mass_quantile_q_0_6_ratio_to_whole_right	1215.2
cross_mul_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_8_ratio_beyond_r_sigma_0_5_diff	1194.0
cross_mul_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_1_stats_median_ratio	1190.2
DIFF_7_spectral_entropy_ratio_to_whole_left	1187.6
mul_RAW_1_stats_std_whole_RAW_3_detrend_volatility_normalized_whole	1183.2
cross_mul_RAW_3_detrend_volatility_normalized_whole_CUMSUM_10_rpt_cost_rank_diff	1172.8
DIFF_7_higuchi_fd_ratio_to_whole_left	1164.8
cross_mul_RAW_1_stats_cv_whole_DIFF_9_ar_param_0_whole	1103.8
RAW_8_benford_correlation_ratio_to_whole_left	1091.0
mul_RAW_1_stats_std_whole_ASINH_1_stats_cv_whole	1083.0
RAW_8_benford_correlation_whole	1082.0
cross_mul_RAW_7_sample_entropy_left_CUMSUM_7_hjorth_complexity_whole	1078.0
cross_mul_RAW_7_sample_entropy_left_RAW_8_count_above_0_whole	1060.2
DIFF_7_detrended_fluctuation_whole	1060.2
cross_mul_RAW_1_stats_std_whole_RAW_8_agg_linear_trend_attr_slope_chunk_len_10_f_agg_mean_contribution_left	1055.8
cross_mul_RAW_3_detrend_volatility_normalized_whole_CUMSUM_1_stats_max_ratio_to_whole_left	1050.8
CUMSUM_9_ar_param_1_ratio_to_whole_left	1042.0
RAW_8_ratio_beyond_r_sigma_1_left	1008.0
cross_mul_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_8_change_quantiles_f_agg_var_isabs_True_qh_1_0_ql_0_4_contribution_left	1003.6
DIFF_7_hjorth_complexity_right	1003.0
cross_mul_RAW_7_sample_entropy_left_RAW_2_bartlett_stat	998.4
CUMSUM_8_change_quantiles_f_agg_var_isabs_False_qh_1_0_ql_0_4_contribution_right	989.4
DIFF_8_benford_correlation_left	986.2
cross_mul_RAW_1_stats_std_whole_RAW_8_first_location_of_maximum_left	964.4
cross_mul_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_ASINH_8_ratio_beyond_r_sigma_1_ratio	954.0
DIFF_8_benford_correlation_whole	944.2
RAW_8_index_mass_quantile_q_0_6_ratio_to_whole_left	913.8
cross_mul_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_CUMSUM_8_change_quantiles_f_agg_mean_isabs_True_qh_1_0_ql_0_4_ratio_to_whole_left	910.4
cross_mul_RAW_7_sample_entropy_left_RAW_1_stats_min_whole	883.0
cross_mul_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_8_quantile_0_4_ratio_to_whole_left	874.4
RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left	847.2
cross_mul_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_8_ratio_value_number_to_time_series_length_ratio_to_whole_left	846.2
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_RAW_8_ratio_value_number_to_time_series_length_whole	844.4
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_CUMSUM_2_ad_pvalue	832.0
DIFF_8_ratio_beyond_r_sigma_1_5_right	813.2
mul_RAW_1_stats_std_whole_RAW_1_stats_cv_whole	793.8
div_RAW_3_detrend_volatility_normalized_whole_ASINH_1_stats_cv_whole	793.6
cross_mul_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left	793.4
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_CUMSUM_3_detrend_volatility_normalized_right	773.0
sub_RAW_8_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left_RAW_1_stats_std_whole	763.6
cross_mul_RAW_7_sample_entropy_left_CUMSUM_7_katz_fd_whole	745.2
RAW_8_ratio_value_number_to_time_series_length_whole	742.0
cross_mul_RAW_1_stats_std_whole_DIFF_2_levene_pvalue	736.6
cross_mul_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_CUMSUM_2_kpss_pvalue_ratio_to_whole_left	722.8
cross_mul_RAW_7_sample_entropy_left_CUMSUM_2_kpss_pvalue_ratio_to_whole_left	721.8
cross_mul_RAW_1_stats_std_whole_CUMSUM_3_detrend_volatility_normalized_right	716.2
sqmul_RAW_8_index_mass_quantile_q_0_1_right_RAW_7_sample_entropy_left	711.8
cross_mul_RAW_1_stats_std_whole_DIFF_2_ks_stat	667.6
cross_mul_RAW_1_stats_std_whole_DIFF_2_bartlett_pvalue	663.2
div_RAW_1_stats_cv_whole_RAW_8_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left	652.6
cross_mul_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_DIFF_8_ratio_beyond_r_sigma_1_5_right	645.6
cross_mul_RAW_1_stats_cv_whole_RAW_8_ratio_beyond_r_sigma_3_left	639.2
cross_mul_RAW_7_sample_entropy_left_RAW_8_change_quantiles_f_agg_var_isabs_True_qh_0_6_ql_0_2_whole	636.8
sub_RAW_8_percentage_of_reoccurring_values_to_all_values_contribution_left_RAW_7_sample_entropy_left	626.6
cross_mul_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_8_change_quantiles_f_agg_var_isabs_True_qh_0_6_ql_0_4_whole	622.4
cross_mul_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_DIFF_2_levene_pvalue	607.0
