feature	permutation_importance_mean	permutation_importance_std
RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left	0.03566617641377767	0.013120644792909301
RAW_1_stats_cv_whole	0.023533767982959107	0.003143035713203099
RAW_10_ratio_value_number_to_time_series_length_ratio_to_whole_left	0.009002482238361344	0.003915086844048558
RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left	0.0039658701959512915	0.0014805802108278608
RAW_10_ratio_value_number_to_time_series_length_diff	0.0037233957541854207	0.004701803369483801
RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_right	0.0035540065303855477	0.0008285519284341544
RAW_10_change_quantiles_f_agg_var_isabs_False_qh_0_8_ql_0_0_whole	0.0034700621989129177	0.0018073637968905457
RAW_8_sample_entropy_left	0.0033858008966607873	0.001070141995502368
RAW_10_percentage_of_reoccurring_values_to_all_values_ratio	0.0033630436247162887	0.001986104255077054
RAW_2_bartlett_stat	0.003285638431561264	0.002553672799536073
RAW_2_bartlett_pvalue	0.002932513428640735	0.0025396888094512864
RAW_12_rpt_cost_cosine_whole	0.0028401374913105213	0.002572473687173601
RAW_2_ks_stat	0.0024585676678607667	0.0013372018950383762
RAW_2_ad_stat	0.0023635437459907918	0.0020894752558734153
RAW_10_change_quantiles_f_agg_var_isabs_True_qh_0_6_ql_0_4_whole	0.0021604948785024615	0.0020386250756368137
RAW_2_levene_stat	0.0016720187945165187	0.0014411198157842301
RAW_1_stats_mean_whole	0.001330559556766716	0.0006150016122055015
RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_right	0.0012721324218146843	0.0012673217047532352
RAW_1_stats_kurt_whole	0.001241119581210749	0.000928874208099673
RAW_3_cumsum_max_ratio_to_whole_left	0.0011911822410760463	0.0005874287092464089
RAW_2_ks_pvalue	0.0011794653771027177	0.003085908105939383
RAW_1_stats_median_ratio	0.001160705755547995	0.0004481069092417734
RAW_10_change_quantiles_f_agg_var_isabs_True_qh_0_8_ql_0_4_whole	0.0011152371839585583	0.0005078830670207176
RAW_8_cond_entropy_left	0.0010531928840390458	0.0006994106958069329
RAW_10_quantile_0_4_left	0.0010275948090037513	0.0008747965770161336
