feature	importance
mul_RAW_1_stats_cv_whole_RAW_1_stats_std_whole	1103.2
mul_RAW_1_stats_std_whole_RAW_3_detrend_volatility_normalized_whole	977.4
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_10_index_mass_quantile_q_0_1_right	421.8
cross_mul_RAW_3_detrend_volatility_normalized_whole_RAW_2_ad_stat	284.0
cross_mul_RAW_7_sample_entropy_left_RAW_2_ks_stat	231.6
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_10_quantile_0_4_ratio_to_whole_left	221.4
cross_mul_RAW_7_sample_entropy_left_RAW_10_ratio_beyond_r_sigma_1_5_diff	221.0
RAW_10_friedrich_coefficients_coeff_2_m_3_r_30_ratio_to_whole_right	214.0
cross_mul_RAW_1_stats_cv_whole_DIFF_11_fft_coefficient_attr_angle_coeff_1_diff	209.6
RAW_11_energy_ratio_by_chunks_num_segments_20_segment_focus_0_right	204.2
cross_mul_RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left_CUMSUM_1_stats_range_ratio_to_whole_left	202.8
DIFF_7_spectral_entropy_ratio_to_whole_left	202.2
DIFF_7_hjorth_complexity_right	201.0
cross_mul_RAW_7_sample_entropy_left_DIFF_11_fft_coefficient_attr_abs_coeff_9_ratio	199.8
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_CUMSUM_10_autocorrelation_lag_4_ratio_to_whole_left	188.8
cross_mul_CUMSUM_2_ad_pvalue_CUMSUM_8_ar_param_1_ratio_to_whole_left	187.6
sub_RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left_RAW_7_sample_entropy_left	187.2
div_RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left_RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	180.8
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_11_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left	180.6
cross_mul_RAW_1_stats_cv_whole_RAW_11_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_mean_ratio	173.8
cross_mul_CUMSUM_2_ad_pvalue_DIFF_10_linear_trend_attr_intercept_contribution_right	169.6
div_RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left_RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	168.6
CUMSUM_7_perm_entropy_whole	168.0
cross_mul_RAW_7_sample_entropy_left_DIFF_11_fft_coefficient_attr_angle_coeff_1_right	168.0
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_10_quantile_0_6_ratio_to_whole_left	167.4
RAW_10_quantile_0_6_ratio_to_whole_left	167.0
cross_mul_CUMSUM_2_ad_pvalue_RAW_10_benford_correlation_ratio_to_whole_left	165.0
RAW_7_perm_entropy_left	163.8
CUMSUM_8_ar_param_1_ratio_to_whole_left	163.0
cross_mul_RAW_1_stats_cv_whole_DIFF_11_cwt_coefficients_coeff_12_w_10_widths_2_5_10_20_diff	162.4
cross_mul_RAW_7_sample_entropy_left_CUMSUM_8_ar_param_2_contribution_right	159.4
DIFF_10_linear_trend_attr_rvalue_contribution_right	157.0
RAW_10_quantile_0_4_ratio_to_whole_left	156.4
cross_mul_RAW_1_stats_cv_whole_DIFF_11_fft_coefficient_attr_angle_coeff_18_left	155.4
RAW_11_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left	152.4
cross_mul_RAW_7_sample_entropy_left_RAW_10_index_mass_quantile_q_0_1_right	150.0
cross_mul_RAW_7_sample_entropy_left_RAW_10_ratio_beyond_r_sigma_0_5_contribution_left	149.0
div_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_7_sample_entropy_left	147.2
cross_mul_RAW_1_stats_cv_whole_RAW_10_linear_trend_attr_rvalue_ratio_to_whole_right	145.0
cross_mul_RAW_1_stats_cv_whole_CUMSUM_8_ar_param_7_ratio_to_whole_right	144.6
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_DIFF_10_linear_trend_attr_rvalue_contribution_right	144.6
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_CUMSUM_10_index_mass_quantile_q_0_6_ratio_to_whole_right	144.0
RAW_10_friedrich_coefficients_coeff_2_m_3_r_30_ratio	144.0
cross_mul_RAW_3_detrend_volatility_normalized_whole_RAW_11_fft_coefficient_attr_angle_coeff_2_whole	142.6
cross_mul_CUMSUM_2_ad_pvalue_DIFF_1_stats_mean_contribution_left	142.6
CUMSUM_10_index_mass_quantile_q_0_1_ratio_to_whole_left	141.8
sub_RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left_RAW_7_sample_entropy_left	141.6
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_DIFF_8_ar_param_3_ratio_to_whole_left	141.0
cross_mul_RAW_1_stats_cv_whole_CUMSUM_11_fft_coefficient_attr_angle_coeff_36_left	140.0
cross_mul_RAW_10_quantile_0_4_whole_DIFF_2_levene_pvalue	139.8
cross_mul_RAW_7_sample_entropy_left_RAW_11_energy_ratio_by_chunks_num_segments_10_segment_focus_0_right	138.6
cross_mul_CUMSUM_2_ad_pvalue_RAW_10_index_mass_quantile_q_0_1_right	138.4
RAW_10_benford_correlation_ratio_to_whole_left	138.0
cross_mul_CUMSUM_2_ad_pvalue_RAW_10_quantile_0_4_ratio_to_whole_left	138.0
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_10_ratio_beyond_r_sigma_0_5_diff	136.8
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_DIFF_9_rpt_cost_clinear_ratio_to_whole_left	136.2
cross_mul_RAW_3_detrend_volatility_normalized_whole_DIFF_10_autocorrelation_lag_6_right	135.0
cross_mul_CUMSUM_2_ad_pvalue_RAW_11_energy_ratio_by_chunks_num_segments_20_segment_focus_0_right	134.4
cross_mul_RAW_1_stats_cv_whole_RAW_8_ar_param_3_contribution_left	134.0
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_DIFF_7_detrended_fluctuation_ratio_to_whole_left	132.6
DIFF_10_partial_autocorrelation_lag_2_left	132.4
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_DIFF_10_last_location_of_maximum_whole	132.0
DIFF_10_linear_trend_attr_intercept_contribution_right	130.6
cross_mul_RAW_7_sample_entropy_left_CUMSUM_1_stats_skew_left	130.4
cross_mul_RAW_10_quantile_0_4_whole_RAW_11_fft_coefficient_attr_angle_coeff_2_whole	130.4
cross_mul_RAW_7_sample_entropy_left_RAW_10_ratio_beyond_r_sigma_0_5_diff	127.8
cross_mul_CUMSUM_2_ad_pvalue_RAW_10_ratio_value_number_to_time_series_length_whole	127.6
cross_mul_RAW_1_stats_std_whole_RAW_10_ratio_beyond_r_sigma_6_diff	127.4
cross_mul_RAW_3_detrend_volatility_normalized_whole_CUMSUM_11_fft_coefficient_attr_angle_coeff_36_left	127.0
cross_mul_CUMSUM_2_ad_pvalue_CUMSUM_3_detrend_volatility_normalized_ratio	126.4
cross_mul_CUMSUM_2_ad_pvalue_RAW_10_quantile_0_6_ratio_to_whole_left	125.8
cross_mul_RAW_7_sample_entropy_left_RAW_11_change_quantiles_ql_0_4_qh_1_0_isabs_True_f_agg_mean_ratio	125.8
cross_mul_RAW_7_sample_entropy_left_RAW_5_dominant_freq_ratio_to_whole_left	125.0
cross_mul_RAW_7_sample_entropy_left_RAW_11_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left	123.8
div_RAW_1_stats_std_whole_RAW_10_quantile_0_4_whole	123.6
cross_mul_RAW_3_detrend_volatility_normalized_whole_CUMSUM_8_ar_param_7_ratio	122.8
cross_mul_RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left_CUMSUM_1_stats_max_ratio_to_whole_left	122.8
cross_mul_CUMSUM_2_ad_pvalue_RAW_10_benford_correlation_whole	122.2
cross_mul_RAW_1_stats_cv_whole_RAW_11_fft_coefficient_attr_imag_coeff_42_whole	122.2
cross_mul_RAW_7_sample_entropy_left_RAW_7_shannon_entropy_left	122.0
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_CUMSUM_7_detrended_fluctuation_whole	121.4
cross_mul_RAW_7_sample_entropy_left_CUMSUM_2_kpss_pvalue_ratio_to_whole_left	121.2
cross_mul_RAW_7_sample_entropy_left_DIFF_10_linear_trend_attr_intercept_contribution_right	120.4
cross_mul_RAW_1_stats_cv_whole_RAW_11_change_quantiles_ql_0_2_qh_0_6_isabs_False_f_agg_mean_ratio	119.2
cross_mul_RAW_7_sample_entropy_left_RAW_2_bartlett_stat	118.6
cross_mul_RAW_1_stats_cv_whole_RAW_11_fft_coefficient_attr_real_coeff_18_right	118.4
cross_mul_RAW_7_sample_entropy_left_RAW_10_ratio_beyond_r_sigma_3_left	118.0
cross_mul_RAW_7_sample_entropy_left_DIFF_11_change_quantiles_ql_0_6_qh_1_0_isabs_True_f_agg_mean_ratio	117.4
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_CUMSUM_1_stats_range_ratio_to_whole_left	117.2
RAW_10_index_mass_quantile_q_0_1_right	116.8
cross_mul_CUMSUM_2_ad_pvalue_DIFF_10_benford_correlation_left	115.6
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_CUMSUM_1_stats_max_ratio_to_whole_left	115.0
cross_mul_RAW_3_detrend_volatility_normalized_whole_RAW_11_fft_coefficient_attr_real_coeff_2_diff	113.8
cross_mul_RAW_1_stats_cv_whole_RAW_4_autocorr_lag1_ratio	113.6
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_10_ratio_beyond_r_sigma_1_5_whole	113.4
cross_mul_RAW_1_stats_cv_whole_RAW_11_fft_coefficient_attr_real_coeff_2_diff	113.4
DIFF_7_perm_entropy_whole	113.0
cross_mul_RAW_7_sample_entropy_left_RAW_10_count_above_0_whole	111.6
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_CUMSUM_1_stats_skew_left	111.6
cross_mul_RAW_10_quantile_0_4_whole_RAW_2_levene_stat	111.2
RAW_10_ratio_beyond_r_sigma_1_left	110.8
cross_mul_RAW_7_sample_entropy_left_DIFF_11_fft_coefficient_attr_angle_coeff_1_diff	110.8
cross_mul_RAW_3_detrend_volatility_normalized_whole_CUMSUM_10_partial_autocorrelation_lag_4_ratio_to_whole_left	110.2
cross_mul_RAW_1_stats_std_whole_RAW_11_change_quantiles_ql_0_2_qh_0_6_isabs_False_f_agg_mean_ratio	110.0
sub_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_7_sample_entropy_left	110.0
cross_mul_RAW_10_quantile_0_4_whole_RAW_2_bartlett_pvalue	109.0
cross_mul_RAW_10_quantile_0_4_whole_DIFF_2_bartlett_pvalue	108.2
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_DIFF_10_ratio_beyond_r_sigma_1_5_whole	107.8
cross_mul_RAW_1_stats_cv_whole_DIFF_1_stats_mean_left	107.6
cross_mul_CUMSUM_2_ad_pvalue_CUMSUM_11_cwt_coefficients_coeff_9_w_5_widths_2_5_10_20_ratio	107.6
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_10_index_mass_quantile_q_0_8_left	107.4
cross_mul_RAW_7_sample_entropy_left_RAW_10_first_location_of_maximum_whole	106.8
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_10_first_location_of_maximum_whole	106.6
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_DIFF_2_ks_stat	106.4
DIFF_8_ar_param_6_ratio_to_whole_right	105.6
CUMSUM_10_index_mass_quantile_q_0_6_ratio_to_whole_right	105.4
