feature	importance
cross_mul_RAW_3_detrend_volatility_normalized_whole_RAW_1_stats_std_whole	1648.0
cross_mul_RAW_1_stats_cv_whole_RAW_1_stats_std_whole	1592.4
DIFF_8_linear_trend_attr_intercept_contribution_right	1148.2
cross_div_RAW_2_ad_stat_RAW_8_percentage_of_reoccurring_values_to_all_values_contribution_left	1112.4
DIFF_9_ar_param_1_ratio_to_whole_right	1071.4
DIFF_9_ar_param_5_whole	1066.4
cross_div_RAW_8_agg_linear_trend_attr_slope_chunk_len_10_f_agg_mean_contribution_left_RAW_1_stats_cv_whole	1066.0
RAW_8_ar_coefficient_coeff_8_k_10_ratio_to_whole_right	1039.8
DIFF_8_fft_coefficient_attr_imag_coeff_2_ratio_to_whole_left	1039.4
RAW_8_ratio_beyond_r_sigma_0_5_contribution_left	1037.4
DIFF_7_spectral_entropy_ratio_to_whole_left	1034.0
cross_div_RAW_7_sample_entropy_left_RAW_8_ratio_beyond_r_sigma_1_left	1023.4
cross_div_RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left_RAW_8_agg_linear_trend_attr_intercept_chunk_len_10_f_agg_max_ratio_to_whole_right	990.6
RAW_2_adf_stat_left	981.8
RAW_4_autocorr_lag1_ratio	978.4
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_RAW_8_quantile_0_4_contribution_left	971.0
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_RAW_10_rpt_cost_cosine_whole	967.2
cross_add_RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left_RAW_2_ks_stat	965.6
CUMSUM_3_detrend_volatility_normalized_ratio	961.0
cross_add_RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left_RAW_8_quantile_0_4_contribution_left	940.6
CUMSUM_8_agg_linear_trend_attr_slope_chunk_len_10_f_agg_mean_ratio_to_whole_left	936.0
cross_sub_RAW_7_sample_entropy_left_CUMSUM_10_rpt_cost_clinear_ratio_to_whole_left	930.8
sqmul_RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left_RAW_8_index_mass_quantile_q_0_1_right	922.8
RAW_8_quantile_0_6_ratio_to_whole_left	921.6
cross_div_DIFF_8_linear_trend_attr_rvalue_contribution_right_RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left	914.4
cross_mul_RAW_3_detrend_volatility_normalized_whole_RAW_8_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_ratio_to_whole_left	904.8
cross_div_CUMSUM_8_change_quantiles_f_agg_var_isabs_False_qh_1_0_ql_0_4_contribution_right_RAW_8_index_mass_quantile_q_0_1_right	884.2
cross_add_RAW_8_percentage_of_reoccurring_values_to_all_values_contribution_left_CUMSUM_7_spectral_entropy_whole	871.2
CUMSUM_8_benford_correlation_left	867.4
DIFF_8_count_above_0_left	861.4
add_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_8_index_mass_quantile_q_0_1_right	857.6
DIFF_7_svd_entropy_right	856.6
CUMSUM_8_change_quantiles_f_agg_var_isabs_True_qh_0_8_ql_0_6_ratio_to_whole_left	854.0
cross_div_RAW_3_detrend_volatility_normalized_whole_CUMSUM_2_ks_pvalue	852.4
cross_div_RAW_8_ratio_beyond_r_sigma_1_5_contribution_left_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left	846.2
RAW_8_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_ratio	824.8
sqmul_RAW_8_index_mass_quantile_q_0_1_right_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left	820.4
cross_div_RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left_DIFF_8_change_quantiles_f_agg_var_isabs_False_qh_1_0_ql_0_2_ratio	818.8
cross_add_RAW_7_sample_entropy_left_DIFF_2_bartlett_pvalue	801.2
cross_div_RAW_1_stats_median_whole_RAW_8_percentage_of_reoccurring_values_to_all_values_contribution_left	800.4
