feature	importance
div_RAW_1_stats_cv_mul_std_whole_RAW_8_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left	673.4
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left	523.2
add_RAW_1_stats_cv_mul_std_whole_CUMSUM_1_stats_theil_sen_slope_whole	507.6
add_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_8_index_mass_quantile_q_0_1_right	482.8
cross_mul_RAW_8_ratio_value_number_to_time_series_length_ratio_to_whole_left_RAW_8_quantile_0_6_ratio_to_whole_left	320.0
add_ASINH_1_stats_cv_mul_std_whole_CUMSUM_1_stats_theil_sen_slope_whole	275.6
add_RAW_8_ratio_beyond_r_sigma_1_left_DIFF_2_bartlett_pvalue	263.0
div_ASINH_1_stats_cv_mul_std_whole_RAW_8_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left	254.2
sqmul_RAW_8_index_mass_quantile_q_0_1_right_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left	244.2
cross_mul_CUMSUM_1_stats_theil_sen_slope_whole_RAW_7_sample_entropy_diff	226.0
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_ASINH_8_ar_coefficient_coeff_8_k_10_ratio_to_whole_right	225.8
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_RAW_8_quantile_0_4_ratio_to_whole_left	210.0
DIFF_7_hjorth_complexity_ratio_to_whole_right	206.2
div_RAW_8_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left_RAW_8_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	202.0
cross_mul_RAW_8_benford_correlation_whole_RAW_8_count_above_0_whole	199.4
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_RAW_10_rpt_cost_cosine_whole	197.2
cross_mul_CUMSUM_1_stats_theil_sen_slope_whole_DIFF_8_agg_linear_trend_attr_intercept_chunk_len_10_f_agg_mean_ratio	184.4
div_RAW_7_sample_entropy_left_RAW_8_ratio_beyond_r_sigma_1_left	171.6
DIFF_7_spectral_entropy_ratio_to_whole_left	170.2
cross_mul_RAW_7_sample_entropy_left_ASINH_8_ratio_beyond_r_sigma_1_5_ratio_to_whole_right	169.8
cross_mul_RAW_2_bartlett_stat_RAW_1_stats_median_ratio	163.8
cross_mul_RAW_8_benford_correlation_whole_RAW_8_quantile_0_6_ratio_to_whole_left	162.2
cross_mul_RAW_2_bartlett_stat_RAW_2_jb_pvalue_ratio_to_whole_right	160.0
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_DIFF_1_stats_mean_contribution_right	158.6
cross_mul_CUMSUM_2_ad_pvalue_DIFF_8_linear_trend_attr_intercept_contribution_right	156.4
cross_mul_RAW_2_bartlett_stat_RAW_2_ks_pvalue	156.0
cross_mul_RAW_8_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left_CUMSUM_1_stats_range_ratio_to_whole_left	153.8
cross_mul_CUMSUM_1_stats_theil_sen_slope_whole_RAW_8_percentage_of_reoccurring_values_to_all_values_diff	153.4
cross_mul_CUMSUM_1_stats_theil_sen_slope_whole_RAW_8_ratio_value_number_to_time_series_length_diff	149.8
cross_mul_RAW_8_change_quantiles_f_agg_var_isabs_True_qh_0_8_ql_0_2_ratio_to_whole_left_RAW_8_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_ratio_to_whole_left	145.2
cross_mul_CUMSUM_2_ad_pvalue_RAW_8_benford_correlation_ratio_to_whole_left	144.6
cross_mul_RAW_8_ratio_value_number_to_time_series_length_ratio_to_whole_left_RAW_8_quantile_0_4_ratio_to_whole_left	144.4
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_CUMSUM_1_stats_max_ratio_to_whole_left	143.4
cross_mul_RAW_8_index_mass_quantile_q_0_1_right_DIFF_8_agg_linear_trend_attr_rvalue_chunk_len_10_f_agg_mean_whole	143.0
add_RAW_7_sample_entropy_left_DIFF_2_bartlett_pvalue	141.2
cross_mul_CUMSUM_1_stats_theil_sen_slope_whole_ASINH_8_ar_coefficient_coeff_8_k_10_ratio_to_whole_right	139.6
cross_mul_RAW_8_benford_correlation_whole_RAW_8_number_peaks_50_diff	136.4
cross_mul_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_10_rpt_cost_rank_left	136.0
cross_mul_RAW_8_ratio_beyond_r_sigma_1_left_RAW_8_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left	134.8
cross_mul_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_8_quantile_0_4_ratio_to_whole_left	134.4
RAW_7_higuchi_fd_ratio_to_whole_left	132.4
cross_mul_RAW_8_benford_correlation_whole_DIFF_9_ar_param_5_whole	130.8
cross_mul_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_DIFF_8_ar_coefficient_coeff_2_k_10_ratio_to_whole_right	126.4
cross_mul_RAW_8_change_quantiles_f_agg_var_isabs_True_qh_0_8_ql_0_2_ratio_to_whole_left_RAW_1_stats_skew_ratio	125.2
div_RAW_1_stats_cv_mul_std_whole_RAW_8_percentage_of_reoccurring_values_to_all_values_contribution_left	124.0
cross_mul_RAW_2_bartlett_stat_RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left	123.4
cross_mul_CUMSUM_2_ad_pvalue_RAW_8_change_quantiles_f_agg_var_isabs_True_qh_0_6_ql_0_2_whole	123.4
